date,state,cases,cases_perc,cases_daybefore,cases_ln,cases_daybefore_ln,log_dif
2020-03-24,Arizona,326,39.31623931623932,234,5.786897381366708,5.455321115357702,0.331576266009006
2020-03-25,Arizona,402,23.31288343558282,326,5.996452088619021,5.786897381366708,0.2095547072523134
2020-03-26,Arizona,508,26.368159203980102,402,6.230481447578482,5.996452088619021,0.23402935895946086
2020-03-27,Arizona,665,30.905511811023622,508,6.499787040655854,6.230481447578482,0.26930559307737223
2020-03-28,Arizona,773,16.2406015037594,665,6.650279048587422,6.499787040655854,0.15049200793156814
2020-03-29,Arizona,930,20.310478654592497,773,6.835184586147301,6.650279048587422,0.18490553755987893
2020-03-30,Arizona,1169,25.6989247311828,930,7.063903961472068,6.835184586147301,0.22871937532476672
2020-03-18,Arkansas,33,50,22,3.4965075614664802,3.091042453358316,0.40546510810816416
2020-03-19,Arkansas,62,87.87878787878788,33,4.127134385045092,3.4965075614664802,0.6306268235786114
2020-03-20,Arkansas,100,61.29032258064516,62,4.605170185988092,4.127134385045092,0.47803580094300013
2020-03-21,Arkansas,118,18,100,4.770684624465665,4.605170185988092,0.1655144384775733
2020-03-22,Arkansas,165,39.83050847457627,118,5.10594547390058,4.770684624465665,0.3352608494349152
2020-03-23,Arkansas,201,21.818181818181817,165,5.303304908059076,5.10594547390058,0.19735943415849544
2020-03-24,Arkansas,231,14.925373134328357,201,5.442417710521793,5.303304908059076,0.1391128024627175
2020-03-25,Arkansas,307,32.900432900432904,231,5.726847747587197,5.442417710521793,0.2844300370654036
2020-03-26,Arkansas,350,14.006514657980457,307,5.857933154483459,5.726847747587197,0.13108540689626214
2020-03-27,Arkansas,385,10,350,5.953243334287785,5.857933154483459,0.09531017980432566
2020-03-28,Arkansas,409,6.233766233766234,385,6.013715156042802,5.953243334287785,0.06047182175501753
2020-03-29,Arkansas,449,9.7799511002445,409,6.1070228877422545,6.013715156042802,0.09330773169945239
2020-03-30,Arkansas,508,13.140311804008908,449,6.230481447578482,6.1070228877422545,0.12345855983622744
2020-03-01,California,33,17.857142857142858,28,3.4965075614664802,3.332204510175204,0.16430305129127643
2020-03-02,California,38,15.151515151515152,33,3.6375861597263857,3.4965075614664802,0.14107859825990543
2020-03-03,California,45,18.421052631578945,38,3.8066624897703196,3.6375861597263857,0.16907633004393396
2020-03-04,California,55,22.22222222222222,45,4.007333185232471,3.8066624897703196,0.20067069546215155
2020-03-05,California,67,21.818181818181817,55,4.204692619390966,4.007333185232471,0.19735943415849455
2020-03-06,California,81,20.8955223880597,67,4.394449154672439,4.204692619390966,0.1897565352814734
2020-03-07,California,100,23.456790123456788,81,4.605170185988092,4.394449154672439,0.21072103131565267
2020-03-08,California,112,12,100,4.718498871295094,4.605170185988092,0.11332868530700235
2020-03-09,California,172,53.57142857142857,112,5.147494476813453,4.718498871295094,0.4289956055183586
2020-03-10,California,179,4.069767441860465,172,5.187385805840755,5.147494476813453,0.03989132902730219
2020-03-11,California,202,12.849162011173185,179,5.308267697401205,5.187385805840755,0.12088189156045015
2020-03-12,California,252,24.752475247524753,202,5.529429087511423,5.308267697401205,0.2211613901102183
2020-03-13,California,320,26.984126984126984,252,5.768320995793772,5.529429087511423,0.23889190828234863
2020-03-14,California,381,19.0625,320,5.942799375126701,5.768320995793772,0.1744783793329292
2020-03-15,California,478,25.45931758530184,381,6.169610732491456,5.942799375126701,0.22681135736475522
2020-03-16,California,588,23.01255230125523,478,6.376726947898627,6.169610732491456,0.2071162154071704
2020-03-17,California,732,24.489795918367346,588,6.595780513961311,6.376726947898627,0.21905356606268445
2020-03-18,California,893,21.994535519125684,732,6.794586580876499,6.595780513961311,0.19880606691518743
2020-03-19,California,1067,19.48488241881299,893,6.9726062513017535,6.794586580876499,0.1780196704252548
2020-03-20,California,1283,20.243673851921272,1067,7.1569563646156364,6.9726062513017535,0.18435011331388296
2020-03-21,California,1544,20.34294621979735,1283,7.342131730584722,7.1569563646156364,0.18517536596908535
2020-03-22,California,1851,19.883419689119172,1544,7.523481312573497,7.342131730584722,0.18134958198877538
2020-03-23,California,2240,21.015667206915182,1851,7.7142311448490855,7.523481312573497,0.19074983227558828
2020-03-24,California,2644,18.035714285714285,2240,7.880048200971577,7.7142311448490855,0.1658170561224912
2020-03-25,California,3183,20.385779122541603,2644,8.065579427282092,7.880048200971577,0.18553122631051533
2020-03-26,California,4060,27.552623311341502,3183,8.308938252595778,8.065579427282092,0.24335882531368647
2020-03-27,California,4915,21.05911330049261,4060,8.500047032581268,8.308938252595778,0.19110877998548936
2020-03-28,California,5566,13.245167853509665,4915,8.624431942085836,8.500047032581268,0.1243849095045686
2020-03-29,California,6321,13.564498742364355,5566,8.751632702472298,8.624431942085836,0.12720076038646155
2020-03-30,California,7421,17.40230976111375,6321,8.912069097970134,8.751632702472298,0.16043639549783606
2020-03-11,Colorado,34,100,17,3.5263605246161616,2.833213344056216,0.6931471805599454
2020-03-12,Colorado,49,44.11764705882353,34,3.8918202981106265,3.5263605246161616,0.3654597734944649
2020-03-13,Colorado,78,59.183673469387756,49,4.356708826689592,3.8918202981106265,0.46488852857896523
2020-03-14,Colorado,103,32.05128205128205,78,4.634728988229636,4.356708826689592,0.27802016154004416
2020-03-15,Colorado,136,32.038834951456316,103,4.912654885736052,4.634728988229636,0.2779258975064165
2020-03-16,Colorado,161,18.38235294117647,136,5.081404364984463,4.912654885736052,0.16874947924841077
2020-03-17,Colorado,183,13.664596273291925,161,5.209486152841421,5.081404364984463,0.12808178785695823
2020-03-18,Colorado,216,18.0327868852459,183,5.375278407684165,5.209486152841421,0.16579225484274396
2020-03-19,Colorado,278,28.703703703703702,216,5.627621113690637,5.375278407684165,0.2523427060064716
2020-03-20,Colorado,364,30.935251798561154,278,5.8971538676367405,5.627621113690637,0.26953275394610365
2020-03-21,Colorado,475,30.494505494505496,364,6.163314804034641,5.8971538676367405,0.2661609363979007
2020-03-22,Colorado,591,24.421052631578945,475,6.3818160174060985,6.163314804034641,0.21850121337145723
2020-03-23,Colorado,721,21.99661590524535,591,6.580639137284949,6.3818160174060985,0.19882311987885082
2020-03-24,Colorado,912,26.49098474341193,721,6.815639990074331,6.580639137284949,0.23500085278938165
2020-03-25,Colorado,1086,19.078947368421055,912,6.990256500493881,6.815639990074331,0.17461651041954962
2020-03-26,Colorado,1432,31.860036832412526,1086,7.266827347520591,6.990256500493881,0.27657084702671053
2020-03-27,Colorado,1735,21.15921787709497,1432,7.45876269238096,7.266827347520591,0.19193534486036867
2020-03-28,Colorado,2061,18.78962536023055,1735,7.630946580890459,7.45876269238096,0.17218388850949928
2020-03-29,Colorado,2315,12.32411450752062,2061,7.747164966520335,7.630946580890459,0.11621838562987552
2020-03-30,Colorado,2628,13.520518358531316,2315,7.873978379604501,7.747164966520335,0.12681341308416627
2020-03-16,Connecticut,41,57.692307692307686,26,3.713572066704308,3.258096538021482,0.4554755286828258
2020-03-17,Connecticut,68,65.85365853658537,41,4.219507705176107,3.713572066704308,0.505935638471799
2020-03-18,Connecticut,96,41.17647058823529,68,4.564348191467836,4.219507705176107,0.34484048629172914
2020-03-19,Connecticut,159,65.625,96,5.0689042022202315,4.564348191467836,0.5045560107523954
2020-03-20,Connecticut,194,22.0125786163522,159,5.267858159063328,5.0689042022202315,0.1989539568430967
2020-03-21,Connecticut,223,14.948453608247423,194,5.407171771460119,5.267858159063328,0.13931361239679063
2020-03-22,Connecticut,327,46.63677130044843,223,5.7899601708972535,5.407171771460119,0.3827883994371346
2020-03-23,Connecticut,415,26.911314984709477,327,6.028278520230698,5.7899601708972535,0.23831834933344442
2020-03-24,Connecticut,618,48.91566265060241,415,6.42648845745769,6.028278520230698,0.3982099372269925
2020-03-25,Connecticut,875,41.58576051779935,618,6.774223886357614,6.42648845745769,0.3477354288999237
2020-03-26,Connecticut,1012,15.657142857142858,875,6.919683849847411,6.774223886357614,0.14545996348979706
2020-03-27,Connecticut,1291,27.56916996047431,1012,7.1631723908466425,6.919683849847411,0.24348854099923134
2020-03-28,Connecticut,1524,18.048024786986833,1291,7.329093736246592,7.1631723908466425,0.16592134539994952
2020-03-29,Connecticut,1993,30.7742782152231,1524,7.597396320212795,7.329093736246592,0.26830258396620277
2020-03-30,Connecticut,2571,29.001505268439537,1993,7.852050207265889,7.597396320212795,0.25465388705309433
2020-03-19,Delaware,30,15.384615384615385,26,3.4011973816621555,3.258096538021482,0.14310084364067333
2020-03-20,Delaware,39,30,30,3.6635616461296463,3.4011973816621555,0.26236426446749084
2020-03-21,Delaware,45,15.384615384615385,39,3.8066624897703196,3.6635616461296463,0.14310084364067333
2020-03-22,Delaware,56,24.444444444444443,45,4.02535169073515,3.8066624897703196,0.21868920096483002
2020-03-23,Delaware,87,55.35714285714286,56,4.465908118654584,4.02535169073515,0.44055642791943406
2020-03-24,Delaware,104,19.54022988505747,87,4.6443908991413725,4.465908118654584,0.17848278048678878
2020-03-25,Delaware,119,14.423076923076922,104,4.77912349311153,4.6443908991413725,0.13473259397015713
2020-03-26,Delaware,143,20.168067226890756,119,4.962844630259907,4.77912349311153,0.18372113714837734
2020-03-27,Delaware,165,15.384615384615385,143,5.10594547390058,4.962844630259907,0.14310084364067333
2020-03-28,Delaware,214,29.6969696969697,165,5.365976015021851,5.10594547390058,0.2600305411212709
2020-03-29,Delaware,232,8.411214953271028,214,5.44673737166631,5.365976015021851,0.08076135664445871
2020-03-30,Delaware,264,13.793103448275861,232,5.575949103146316,5.44673737166631,0.1292117314800061
2020-03-17,District of Columbia,31,40.909090909090914,22,3.4339872044851463,3.091042453358316,0.3429447511268302
2020-03-18,District of Columbia,36,16.129032258064516,31,3.58351893845611,3.4339872044851463,0.14953173397096364
2020-03-19,District of Columbia,39,8.333333333333332,36,3.6635616461296463,3.58351893845611,0.08004270767353638
2020-03-20,District of Columbia,71,82.05128205128204,39,4.2626798770413155,3.6635616461296463,0.5991182309116692
2020-03-21,District of Columbia,77,8.450704225352112,71,4.343805421853684,4.2626798770413155,0.08112554481236867
2020-03-22,District of Columbia,98,27.27272727272727,77,4.584967478670572,4.343805421853684,0.24116205681688818
2020-03-23,District of Columbia,116,18.367346938775512,98,4.7535901911063645,4.584967478670572,0.1686227124357922
2020-03-24,District of Columbia,137,18.103448275862068,116,4.919980925828125,4.7535901911063645,0.16639073472176058
2020-03-25,District of Columbia,183,33.57664233576642,137,5.209486152841421,4.919980925828125,0.2895052270132963
2020-03-26,District of Columbia,231,26.229508196721312,183,5.442417710521793,5.209486152841421,0.23293155768037188
2020-03-27,District of Columbia,267,15.584415584415584,231,5.58724865840025,5.442417710521793,0.1448309478784564
2020-03-28,District of Columbia,304,13.857677902621724,267,5.717027701406222,5.58724865840025,0.1297790430059722
2020-03-29,District of Columbia,342,12.5,304,5.834810737062605,5.717027701406222,0.11778303565638293
2020-03-30,District of Columbia,401,17.251461988304094,342,5.993961427306569,5.834810737062605,0.15915069024396455
2020-03-12,Florida,46,76.92307692307693,26,3.828641396489095,3.258096538021482,0.5705448584676129
2020-03-13,Florida,70,52.17391304347826,46,4.248495242049359,3.828641396489095,0.4198538455602643
2020-03-14,Florida,70,0,70,4.248495242049359,4.248495242049359,0
2020-03-15,Florida,109,55.714285714285715,70,4.6913478822291435,4.248495242049359,0.4428526401797841
2020-03-16,Florida,141,29.357798165137616,109,4.948759890378168,4.6913478822291435,0.257412008149025
2020-03-17,Florida,210,48.93617021276596,141,5.3471075307174685,4.948759890378168,0.39834764033930004
2020-03-18,Florida,326,55.23809523809524,210,5.786897381366708,5.3471075307174685,0.43978985064923926
2020-03-19,Florida,434,33.12883435582822,326,6.073044534100405,5.786897381366708,0.2861471527336974
2020-03-20,Florida,564,29.953917050691242,434,6.335054251498059,6.073044534100405,0.2620097173976541
2020-03-21,Florida,764,35.46099290780142,564,6.638567789166521,6.335054251498059,0.30351353766846145
2020-03-22,Florida,1000,30.89005235602094,764,6.907755278982137,6.638567789166521,0.26918748981561613
2020-03-23,Florida,1222,22.2,1000,7.108244139731541,6.907755278982137,0.2004888607494042
2020-03-24,Florida,1467,20.049099836333877,1222,7.2909747781429814,7.108244139731541,0.18273063841144044
2020-03-25,Florida,1971,34.355828220858896,1467,7.58629630715272,7.2909747781429814,0.2953215290097386
2020-03-26,Florida,2478,25.72298325722983,1971,7.815207062189088,7.58629630715272,0.2289107550363676
2020-03-27,Florida,3198,29.055690072639223,2478,8.0702808933939,7.815207062189088,0.255073831204812
2020-03-28,Florida,4038,26.26641651031895,3198,8.303504798872783,8.0702808933939,0.2332239054788836
2020-03-29,Florida,4943,22.41208519068846,4038,8.505727713306959,8.303504798872783,0.2022229144341754
2020-03-30,Florida,5695,15.213433137770584,4943,8.647343875881283,8.505727713306959,0.14161616257432463
2020-03-11,Georgia,31,40.909090909090914,22,3.4339872044851463,3.091042453358316,0.3429447511268302
2020-03-12,Georgia,31,0,31,3.4339872044851463,3.4339872044851463,0
2020-03-13,Georgia,41,32.25806451612903,31,3.713572066704308,3.4339872044851463,0.2795848622191617
2020-03-14,Georgia,65,58.536585365853654,41,4.174387269895637,3.713572066704308,0.46081520319132885
2020-03-15,Georgia,97,49.23076923076923,65,4.574710978503383,4.174387269895637,0.400323708607746
2020-03-16,Georgia,118,21.649484536082475,97,4.770684624465665,4.574710978503383,0.19597364596228228
2020-03-17,Georgia,142,20.33898305084746,118,4.955827057601261,4.770684624465665,0.18514243313559575
2020-03-18,Georgia,193,35.91549295774648,142,5.262690188904886,4.955827057601261,0.30686313130362475
2020-03-19,Georgia,282,46.1139896373057,193,5.641907070938114,5.262690188904886,0.37921688203322823
2020-03-20,Georgia,482,70.92198581560284,282,6.1779441140506,5.641907070938114,0.5360370431124863
2020-03-21,Georgia,552,14.522821576763487,482,6.313548046277095,6.1779441140506,0.1356039322264948
2020-03-22,Georgia,620,12.318840579710146,552,6.429719478039138,6.313548046277095,0.11617143176204259
2020-03-23,Georgia,800,29.03225806451613,620,6.684611727667927,6.429719478039138,0.25489224962878954
2020-03-24,Georgia,1095,36.875,800,6.9985096422506015,6.684611727667927,0.31389791458267435
2020-03-25,Georgia,1385,26.48401826484018,1095,7.233455418621439,6.9985096422506015,0.23494577637083758
2020-03-26,Georgia,1641,18.48375451263538,1385,7.403061091090091,7.233455418621439,0.1696056724686521
2020-03-27,Georgia,2198,33.94271785496649,1641,7.6953031349635665,7.403061091090091,0.2922420438734754
2020-03-28,Georgia,2447,11.328480436760692,2198,7.802618063442671,7.6953031349635665,0.10731492847910484
2020-03-29,Georgia,2683,9.644462607274214,2447,7.894690850425624,7.802618063442671,0.09207278698295251
2020-03-30,Georgia,3032,13.00782705926202,2683,8.016977746762262,7.894690850425624,0.1222868963366377
2020-03-20,Hawaii,37,42.30769230769231,26,3.6109179126442243,3.258096538021482,0.3528213746227422
2020-03-21,Hawaii,48,29.72972972972973,37,3.871201010907891,3.6109179126442243,0.2602830982636668
2020-03-22,Hawaii,56,16.666666666666664,48,4.02535169073515,3.871201010907891,0.1541506798272585
2020-03-23,Hawaii,77,37.5,56,4.343805421853684,4.02535169073515,0.3184537311185345
2020-03-24,Hawaii,90,16.883116883116884,77,4.499809670330265,4.343805421853684,0.1560042484765809
2020-03-25,Hawaii,95,5.555555555555555,90,4.553876891600541,4.499809670330265,0.054067221270275745
2020-03-26,Hawaii,106,11.578947368421053,95,4.663439094112067,4.553876891600541,0.10956220251152615
2020-03-27,Hawaii,120,13.20754716981132,106,4.787491742782046,4.663439094112067,0.1240526486699789
2020-03-28,Hawaii,151,25.833333333333336,120,5.017279836814924,4.787491742782046,0.22978809403287848
2020-03-29,Hawaii,175,15.894039735099339,151,5.1647859739235145,5.017279836814924,0.14750613710859017
2020-03-30,Hawaii,204,16.57142857142857,175,5.318119993844216,5.1647859739235145,0.15333401992070161
2020-03-20,Idaho,31,34.78260869565217,23,3.4339872044851463,3.1354942159291497,0.2984929885559966
2020-03-21,Idaho,42,35.483870967741936,31,3.7376696182833684,3.4339872044851463,0.30368241379822214
2020-03-22,Idaho,47,11.904761904761903,42,3.8501476017100584,3.7376696182833684,0.11247798342669002
2020-03-23,Idaho,50,6.382978723404255,47,3.912023005428146,3.8501476017100584,0.06187540371808753
2020-03-24,Idaho,73,46,50,4.290459441148391,3.912023005428146,0.378436435720245
2020-03-25,Idaho,123,68.4931506849315,73,4.812184355372417,4.290459441148391,0.5217249142240261
2020-03-26,Idaho,189,53.65853658536586,123,5.241747015059643,4.812184355372417,0.4295626596872255
2020-03-27,Idaho,232,22.75132275132275,189,5.44673737166631,5.241747015059643,0.2049903566066673
2020-03-28,Idaho,262,12.931034482758621,232,5.568344503761097,5.44673737166631,0.12160713209478669
2020-03-29,Idaho,310,18.3206106870229,262,5.736572297479192,5.568344503761097,0.1682277937180956
2020-03-30,Idaho,415,33.87096774193548,310,6.028278520230698,5.736572297479192,0.2917062227515057
2020-03-12,Illinois,32,28.000000000000004,25,3.4657359027997265,3.2188758248682006,0.24686007793152598
2020-03-13,Illinois,46,43.75,32,3.828641396489095,3.4657359027997265,0.36290549368936853
2020-03-14,Illinois,66,43.47826086956522,46,4.189654742026425,3.828641396489095,0.3610133455373301
2020-03-15,Illinois,94,42.42424242424242,66,4.543294782270004,4.189654742026425,0.35364004024357865
2020-03-16,Illinois,104,10.638297872340425,94,4.6443908991413725,4.543294782270004,0.10109611687136866
2020-03-17,Illinois,159,52.88461538461539,104,5.0689042022202315,4.6443908991413725,0.42451330307885904
2020-03-18,Illinois,286,79.87421383647799,159,5.655991810819852,5.0689042022202315,0.5870876085996208
2020-03-19,Illinois,420,46.85314685314685,286,6.040254711277414,5.655991810819852,0.3842629004575615
2020-03-20,Illinois,583,38.80952380952381,420,6.368187186350492,6.040254711277414,0.3279324750730783
2020-03-21,Illinois,751,28.81646655231561,583,6.621405651764134,6.368187186350492,0.25321846541364224
2020-03-22,Illinois,1047,39.41411451398136,751,6.953684210870537,6.621405651764134,0.3322785591064026
2020-03-23,Illinois,1285,22.7316141356256,1047,7.158513997329321,6.953684210870537,0.20482978645878358
2020-03-24,Illinois,1535,19.45525291828794,1285,7.336285660021297,7.158513997329321,0.17777166269197675
2020-03-25,Illinois,1874,22.08469055374593,1535,7.535830462798367,7.336285660021297,0.1995448027770701
2020-03-26,Illinois,2538,35.432230522945574,1874,7.839131648274333,7.535830462798367,0.3033011854759655
2020-03-27,Illinois,3029,19.34594168636722,2538,8.015987811027237,7.839131648274333,0.1768561627529044
2020-03-28,Illinois,3547,17.101353582040275,3029,8.173857454773621,8.015987811027237,0.15786964374638401
2020-03-29,Illinois,4615,30.10995207217367,3547,8.437067146936952,8.173857454773621,0.2632096921633309
2020-03-30,Illinois,5070,9.859154929577464,4615,8.531096096585228,8.437067146936952,0.09402894964827624
2020-03-17,Indiana,30,25,24,3.4011973816621555,3.1780538303479458,0.2231435513142097
2020-03-18,Indiana,39,30,30,3.6635616461296463,3.4011973816621555,0.26236426446749084
2020-03-19,Indiana,56,43.58974358974359,39,4.02535169073515,3.6635616461296463,0.36179004460550335
2020-03-20,Indiana,81,44.642857142857146,56,4.394449154672439,4.02535169073515,0.3690974639372895
2020-03-21,Indiana,128,58.0246913580247,81,4.852030263919617,4.394449154672439,0.45758110924717776
2020-03-22,Indiana,204,59.375,128,5.318119993844216,4.852030263919617,0.4660897299245992
2020-03-23,Indiana,264,29.411764705882355,204,5.575949103146316,5.318119993844216,0.2578291093020999
2020-03-24,Indiana,371,40.53030303030303,264,5.916202062607435,5.575949103146316,0.340252959461119
2020-03-25,Indiana,484,30.45822102425876,371,6.182084906716632,5.916202062607435,0.26588284410919716
2020-03-26,Indiana,661,36.570247933884296,484,6.493753839851686,6.182084906716632,0.3116689331350537
2020-03-27,Indiana,992,50.07564296520424,661,6.899723107284872,6.493753839851686,0.4059692674331865
2020-03-28,Indiana,1239,24.899193548387096,992,7.122059881629142,6.899723107284872,0.2223367743442699
2020-03-29,Indiana,1522,22.841000807102503,1239,7.3277805384216315,7.122059881629142,0.2057206567924892
2020-03-30,Indiana,1797,18.068331143232587,1522,7.493873886783559,7.3277805384216315,0.1660933483619278
2020-03-18,Iowa,38,31.03448275862069,29,3.6375861597263857,3.367295829986474,0.2702903297399115
2020-03-19,Iowa,44,15.789473684210526,38,3.784189633918261,3.6375861597263857,0.14660347419187536
2020-03-20,Iowa,45,2.272727272727273,44,3.8066624897703196,3.784189633918261,0.022472855852058604
2020-03-21,Iowa,68,51.11111111111111,45,4.219507705176107,3.8066624897703196,0.41284521540578734
2020-03-22,Iowa,90,32.35294117647059,68,4.499809670330265,4.219507705176107,0.28030196515415806
2020-03-23,Iowa,105,16.666666666666664,90,4.653960350157523,4.499809670330265,0.15415067982725805
2020-03-24,Iowa,124,18.095238095238095,105,4.820281565605037,4.653960350157523,0.166321215447514
2020-03-25,Iowa,147,18.548387096774192,124,4.990432586778736,4.820281565605037,0.17015102117369896
2020-03-26,Iowa,179,21.768707482993197,147,5.187385805840755,4.990432586778736,0.1969532190620189
2020-03-27,Iowa,236,31.843575418994412,179,5.4638318050256105,5.187385805840755,0.2764459991848556
2020-03-28,Iowa,298,26.27118644067797,236,5.697093486505405,5.4638318050256105,0.2332616814797941
2020-03-29,Iowa,336,12.751677852348994,298,5.817111159963204,5.697093486505405,0.12001767345779957
2020-03-30,Iowa,424,26.190476190476193,336,6.049733455231958,5.817111159963204,0.23262229526875355
2020-03-19,Kansas,35,59.09090909090909,22,3.5553480614894135,3.091042453358316,0.46430560813109745
2020-03-20,Kansas,49,40,35,3.8918202981106265,3.5553480614894135,0.33647223662121295
2020-03-21,Kansas,57,16.3265306122449,49,4.04305126783455,3.8918202981106265,0.1512309697239238
2020-03-22,Kansas,66,15.789473684210526,57,4.189654742026425,4.04305126783455,0.14660347419187492
2020-03-23,Kansas,82,24.242424242424242,66,4.406719247264253,4.189654742026425,0.21706450523782816
2020-03-24,Kansas,102,24.390243902439025,82,4.624972813284271,4.406719247264253,0.21825356602001733
2020-03-25,Kansas,134,31.372549019607842,102,4.897839799950911,4.624972813284271,0.27286698666664044
2020-03-26,Kansas,173,29.1044776119403,134,5.153291594497779,4.897839799950911,0.25545179454686817
2020-03-27,Kansas,213,23.121387283236995,173,5.3612921657094255,5.153291594497779,0.20800057121164617
2020-03-28,Kansas,272,27.699530516431924,213,5.605802066295998,5.3612921657094255,0.2445099005865723
2020-03-29,Kansas,333,22.426470588235293,272,5.808142489980444,5.605802066295998,0.20234042368444616
2020-03-30,Kansas,374,12.312312312312311,333,5.924255797414532,5.808142489980444,0.11611330743408832
2020-03-18,Kentucky,35,34.61538461538461,26,3.5553480614894135,3.258096538021482,0.2972515234679314
2020-03-19,Kentucky,47,34.285714285714285,35,3.8501476017100584,3.5553480614894135,0.2947995402206449
2020-03-20,Kentucky,63,34.04255319148936,47,4.143134726391533,3.8501476017100584,0.29298712468147414
2020-03-21,Kentucky,84,33.33333333333333,63,4.430816798843313,4.143134726391533,0.2876820724517808
2020-03-22,Kentucky,103,22.61904761904762,84,4.634728988229636,4.430816798843313,0.2039121893863225
2020-03-23,Kentucky,124,20.388349514563107,103,4.820281565605037,4.634728988229636,0.1855525773754012
2020-03-24,Kentucky,157,26.61290322580645,124,5.056245805348308,4.820281565605037,0.23596423974327063
2020-03-25,Kentucky,198,26.11464968152866,157,5.288267030694535,5.056245805348308,0.2320212253462275
2020-03-26,Kentucky,248,25.252525252525253,198,5.5134287461649825,5.288267030694535,0.22516171547044728
2020-03-27,Kentucky,302,21.774193548387096,248,5.71042701737487,5.5134287461649825,0.19699827120988722
2020-03-28,Kentucky,394,30.4635761589404,302,5.976350909297934,5.71042701737487,0.2659238919230642
2020-03-29,Kentucky,439,11.421319796954315,394,6.0844994130751715,5.976350909297934,0.10814850377723761
2020-03-30,Kentucky,480,9.339407744874716,439,6.173786103901937,6.0844994130751715,0.0892866908267651
2020-03-13,Louisiana,36,157.14285714285714,14,3.58351893845611,2.6390573296152584,0.9444616088408515
2020-03-14,Louisiana,77,113.88888888888889,36,4.343805421853684,3.58351893845611,0.7602864833975742
2020-03-15,Louisiana,103,33.76623376623377,77,4.634728988229636,4.343805421853684,0.29092356637595174
2020-03-16,Louisiana,137,33.00970873786408,103,4.919980925828125,4.634728988229636,0.2852519375984892
2020-03-17,Louisiana,196,43.06569343065693,137,5.278114659230517,4.919980925828125,0.35813373340239174
2020-03-18,Louisiana,280,42.857142857142854,196,5.634789603169249,5.278114659230517,0.35667494393873245
2020-03-19,Louisiana,392,40,280,5.971261839790462,5.634789603169249,0.33647223662121295
2020-03-20,Louisiana,537,36.98979591836735,392,6.285998094508865,5.971261839790462,0.3147362547184027
2020-03-21,Louisiana,763,42.08566108007449,537,6.637258031284457,6.285998094508865,0.351259936775592
2020-03-22,Louisiana,837,9.698558322411534,763,6.729824070489475,6.637258031284457,0.09256603920501849
2020-03-23,Louisiana,1172,40.02389486260454,837,7.066466970136958,6.729824070489475,0.3366428996474822
2020-03-24,Louisiana,1388,18.43003412969283,1172,7.23561914106675,7.066466970136958,0.1691521709297925
2020-03-25,Louisiana,1795,29.322766570605186,1388,7.492760300922379,7.23561914106675,0.257141159855629
2020-03-26,Louisiana,2305,28.412256267409468,1795,7.742835955430749,7.492760300922379,0.25007565450837
2020-03-27,Louisiana,2746,19.13232104121475,2305,7.917900586327916,7.742835955430749,0.17506463089716728
2020-03-28,Louisiana,3315,20.721048798252003,2746,8.106212902619962,7.917900586327916,0.1883123162920457
2020-03-29,Louisiana,3539,6.757164404223228,3315,8.171599480345463,8.106212902619962,0.06538657772550138
2020-03-30,Louisiana,4024,13.704436281435434,3539,8.300031711779575,8.171599480345463,0.1284322314341111
2020-03-17,Maine,32,88.23529411764706,17,3.4657359027997265,2.833213344056216,0.6325225587435104
2020-03-18,Maine,43,34.375,32,3.7612001156935624,3.4657359027997265,0.29546421289383584
2020-03-19,Maine,52,20.930232558139537,43,3.9512437185814275,3.7612001156935624,0.19004360288786515
2020-03-20,Maine,57,9.615384615384617,52,4.04305126783455,3.9512437185814275,0.09180754925312273
2020-03-21,Maine,70,22.807017543859647,57,4.248495242049359,4.04305126783455,0.2054439742148091
2020-03-22,Maine,89,27.142857142857142,70,4.48863636973214,4.248495242049359,0.2401411276827803
2020-03-23,Maine,107,20.224719101123593,89,4.672828834461906,4.48863636973214,0.18419246472976614
2020-03-24,Maine,118,10.2803738317757,107,4.770684624465665,4.672828834461906,0.09785579000375932
2020-03-25,Maine,142,20.33898305084746,118,4.955827057601261,4.770684624465665,0.18514243313559575
2020-03-26,Maine,155,9.15492957746479,142,5.043425116919247,4.955827057601261,0.08759805931798592
2020-03-27,Maine,168,8.38709677419355,155,5.123963979403259,5.043425116919247,0.08053886248401199
2020-03-28,Maine,211,25.595238095238095,168,5.351858133476067,5.123963979403259,0.2278941540728079
2020-03-29,Maine,253,19.90521327014218,211,5.53338948872752,5.351858133476067,0.1815313552514537
2020-03-30,Maine,275,8.695652173913043,253,5.616771097666572,5.53338948872752,0.08338160893905133
2020-03-15,Maryland,32,18.51851851851852,27,3.4657359027997265,3.295836866004329,0.16989903679539742
2020-03-16,Maryland,39,21.875,32,3.6635616461296463,3.4657359027997265,0.19782574332991976
2020-03-17,Maryland,57,46.15384615384615,39,4.04305126783455,3.6635616461296463,0.37948962170490397
2020-03-18,Maryland,85,49.122807017543856,57,4.442651256490317,4.04305126783455,0.3995999886557664
2020-03-19,Maryland,108,27.058823529411764,85,4.68213122712422,4.442651256490317,0.23947997063390325
2020-03-20,Maryland,150,38.88888888888889,108,5.0106352940962555,4.68213122712422,0.3285040669720356
2020-03-21,Maryland,195,30,150,5.272999558563747,5.0106352940962555,0.2623642644674913
2020-03-22,Maryland,245,25.64102564102564,195,5.501258210544727,5.272999558563747,0.2282586519809806
